participant,gender,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating
UVBY3,Male,dph,24,delta,-0.02573640814531153,8.59081637310914,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,25,delta,0.1531581521180172,8.825870793563366,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,26,delta,0.16317689679987257,8.003597819758355,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,27,delta,-0.004911276036075662,6.950367951364051,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,28,delta,-0.0547910977142001,6.799699465695984,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,29,delta,0.18044302473725526,7.937105609284351,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,30,delta,0.19661514966920635,9.640696750103144,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,31,delta,-0.40859782716380266,11.095208044641723,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,32,delta,-1.1504999773230757,11.981172847265427,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,33,delta,-1.3736447945975723,12.146616933166944,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,34,delta,-0.8844374161486943,11.399946724841335,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,35,delta,-0.11565547574106994,10.448151970413562,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,36,delta,0.10216788159678103,10.62897574032179,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,37,delta,-0.34163450193081957,12.042599683965449,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,38,delta,-0.8119456388617472,13.560043321796364,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,39,delta,-0.9416083398818671,13.783278332578842,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,40,delta,-0.47944697162186856,12.5522315593408,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,41,delta,0.15557306444729235,11.462366292825912,6.418749999999999,3.5125,7.384374999999999
